id,title,url,comment_count,vote_count,published_at
39927920,หลังจากที่เรียนจบ กว่าจะเจองานที่รู้สึกว่าใช่ ผ่านอะไรกันมาบ้างหรอคะ,https://pantip.com/topic/39927920,3833,0,2020-05-25 17:34:30+06:42
41000090,เรียนอะไรดี จบมามีงานทำ เงินเดือนสูง,https://pantip.com/topic/41000090,3936,0,2021-09-25 11:49:09+06:42
34612385,ลาออกที่ระยอง เริ่มต้นที่ปูซาน และอยู่อย่างเป็นทางการที่โซล,https://pantip.com/topic/34612385,4177,224,2015-12-28 13:42:50+06:42
35132595,ผมเห็นคนบางคนเขาเข้าสังคมเก๊งเก่ง เจอกัน5นาทีคุยกันยังกะรู้จักกันมา5ปี อะไรแบบเนี้ย เขาทำได้ยังไง,https://pantip.com/topic/35132595,4306,55,2016-05-08 18:58:16+06:42
40806381,ข้าราชการประเทศไทย น่าอิจฉามาก,https://pantip.com/topic/40806381,4393,4,2021-06-28 11:36:13+06:42
40919117,ในสถานการณ์เช่นนี้ เรื่องอะไรที่ยังพอทำให้ยิ้มได้และมีความสุขอยู่บ้างคะ ?,https://pantip.com/topic/40919117,4467,11,2021-08-18 17:53:29+06:42
40989499,ไม่อยากชงกาแฟให้หัวหน้า อยากกินทำไมไม่ชงเอง !!,https://pantip.com/topic/40989499,4618,1,2021-09-20 12:46:35+06:42
40913164,หลังเกษียณเพื่อนๆอยากใช้ชีวิตแบบไหนคะ??,https://pantip.com/topic/40913164,4684,0,2021-08-16 02:47:40+06:42
40946686,แปลกไหมที่บ้างคนตอนอายุน้อยๆ หรือพึ่งเริ่มทำงานอยากมีรถมากกว่าอยากมีบ้าน เลยอยากรู้ความคิดว่าเพราะอะไร,https://pantip.com/topic/40946686,4787,0,2021-08-31 10:51:08+06:42
40783075,ทำไมคนบางคนถึงทำงานที่เดิมได้หลายปี,https://pantip.com/topic/40783075,4890,1,2021-06-17 14:49:49+06:42
40836049,เพื่อนร่วมงานที่โคตรดี ที่แต่ละคนเคยเจอเป็นยังไงบ้างครับ,https://pantip.com/topic/40836049,4966,5,2021-07-12 12:01:32+06:42
40982397,เราเเปลกใจมากเลยพ่อเราเป็นคนเก่งหาเงินได้จากธุรกิจเยอะ เเต่ทำไมถึงเล่นหุ้นจนหมดตัวหมดเงิน9ล้านบาท,https://pantip.com/topic/40982397,5029,3,2021-09-16 22:24:43+06:42
40933112,เรื่องไหนที่คิดว่าเป็นเรื่องที่โชคดีที่สุดในสังคมการทำงานคะ ?,https://pantip.com/topic/40933112,5084,1,2021-08-24 22:18:13+06:42
40960232,การส่งเงินให้พ่อแม่ทุกเดือนคือasian cultureไหม หรือมีแค่ที่ไทย,https://pantip.com/topic/40960232,5348,16,2021-09-06 15:02:37+06:42
40985294,ขอรีวิวไลฟ์สไตล์ของคนเงินเดือนระหว่าง 100-200k หน่อยครับ,https://pantip.com/topic/40985294,5563,2,2021-09-18 11:14:26+06:42
40691302,คนที่ทำงานประจำมานานๆ นี่ทนมาได้ยังไงคะ,https://pantip.com/topic/40691302,5675,2,2021-05-07 08:49:06+06:42
40988473,คนที่มีชีวิตสมบูรณ์พร้อมไม่มีความทุกข์เลยมีอยู่จริงหรือเปล่า,https://pantip.com/topic/40988473,5758,0,2021-09-19 22:23:23+06:42
39884963,ทำไมการที่จะสนิทกับคนในที่ทำงานมันยากกว่าการสนิทกับเพื่อนช่วงมหาลัยมากๆเลย,https://pantip.com/topic/39884963,5812,0,2020-05-10 19:43:55+06:42
40219538,มีใครทำงานออฟฟิศแล้วไม่มีเพื่อนสนิทบ้าง,https://pantip.com/topic/40219538,5895,1,2020-09-25 00:44:50+06:42
33200629,"ใครมีลักษณะพฤติกรรม ""ปิด"" บ้างครับ",https://pantip.com/topic/33200629,6278,267,2015-02-05 18:35:46+06:42
33951802,มาแชร์บทเรียนที่ได้จากการทำงานกันครับ,https://pantip.com/topic/33951802,6368,12,2015-07-21 20:54:41+06:42
34399398,แชร์ไหม? เหตุการณ์ในออฟฟิตที่ทำให้คุณรู้สึกแย่ เสียน้ำตา,https://pantip.com/topic/34399398,6520,6,2015-11-04 01:09:16+06:42
40983812,คนที่บอกว่าเริ่มต้นจากศูนย์นี่เขาเอาเงินจากไหนมาลงทุนคะ,https://pantip.com/topic/40983812,6619,3,2021-09-17 16:53:49+06:42
33977044,คุณคิดว่าหน่วยงานรัฐวิสาหกิจโดยเฉพาะการไฟฟ้า ผลประโยชน์และค่าตอบแทนพนักงานแต่ละตำแหน่ง มากเกินไปมั้ยครับ??,https://pantip.com/topic/33977044,6732,21,2015-07-27 14:51:40+06:42
35780770,ถามจริงๆ ถ้าชีวิตต้องมาเริ่มต้นใหม่ตอน 27 มันจะสายไปมั้ย,https://pantip.com/topic/35780770,6791,0,2016-11-07 01:27:52+06:42
34009887,แชร์ประสบการณ์ฝึกงานในบริษัท Mobile Application ระดับโลก,https://pantip.com/topic/34009887,6962,513,2015-08-04 07:31:01+06:42
40970183,พนักงานออฟฟิศที่ประชุมทั้งวัน เอาเวลาไหนทำงานอื่นๆ คะ ?,https://pantip.com/topic/40970183,7020,6,2021-09-11 09:44:44+06:42
38671851,เพื่อนๆคิดว่าแบบไหน ที่เรียกว่าชีวิตดีค่ะ,https://pantip.com/topic/38671851,7093,0,2019-03-18 23:55:50+06:42
40596803,สงสัยว่ามันมีบริษัทในไทยไหมที่สามารถกลับบ้านตรงเวลาหลังเลิกงานได้?,https://pantip.com/topic/40596803,7257,9,2021-03-22 16:06:49+06:42
34420314,"ครบรอบ 1 ปี ซ่อนเงินเก็บเมียไว้ได้ 7,000,000 บาท",https://pantip.com/topic/34420314,7444,73,2015-11-09 11:13:10+06:42
32568194,เรื่องเล่าประสบการณ์ชีวิต .... กว่าจะได้ขาย Sticker Line .... แลกกับการต้องปฏิรูปชีวิต,https://pantip.com/topic/32568194,7643,213,2014-09-11 20:04:09+06:42
40957704,อายุ 37 เพิ่งเริ่มรับราชการ ตัวคนเดียวกินเงินเดือนไปเรื่อยๆ ไม่สร้างอะไรเลยได้ไหมครับ,https://pantip.com/topic/40957704,7783,13,2021-09-05 10:28:19+06:42
40965391,จะทำยังไงดี ลูกของอาเติมเกมจนเงินหมดทุกบัญชี !!!,https://pantip.com/topic/40965391,7906,1,2021-09-08 21:57:34+06:42
38896638,"ชีวิตข้าราชการเงินเดือน15, 000 ในเมืองกรุง",https://pantip.com/topic/38896638,7975,6,2019-05-23 19:39:44+06:42
40429669,แชร์ประสบการณ์หมดตัวกับขายตรง,https://pantip.com/topic/40429669,8036,19,2021-01-05 19:07:16+06:42
38466665,"ถามคนที่เงินเดือน 20,000+ สมมุติว่าถ้าสอบติดราชการเงินเดือนบรรจุ 12,000 บาท ไปมั้ยคะ ??",https://pantip.com/topic/38466665,8211,4,2019-01-17 13:29:16+06:42
35342673,[กระทู้รวมอุปกรณ์] **** ถึงน้องๆ พี่ๆ ผู้หญิงที่ต้องอยู่ลำพังทุกคน เรามาป้องกันตัวเองกันดีกว่า ****,https://pantip.com/topic/35342673,8323,714,2016-07-04 01:53:37+06:42
40959423,มีใครเคยลาออกจากตำแหน่งหัวหน้างาน เงินเดือนโอเค เพราะงานเครียด งานหนัก และกดดันบ้างมั้ยคะ เสียดายกันมั้ย?,https://pantip.com/topic/40959423,8411,2,2021-09-06 07:02:02+06:42
40952982,[กระทู้ปรึกษา] ได้รับทุนไปเรียนต่อ แต่งานปัจจุบันก็ดีอยู่แล้ว ควรจะรับทุนไปเรียนดีมั้ยครับ,https://pantip.com/topic/40952982,8489,1,2021-09-02 23:13:16+06:42
40956781,สถานะแบบเรา สถานการณ์ Covid แบบนี้ บ้านราคา 3.8 M เกินตัวไปมั้ยคะ,https://pantip.com/topic/40956781,8567,2,2021-09-04 20:34:58+06:42
39158771,มีใคร หรือ คนรู้จัก ที่คุณรู้ว่า..เงินเดือน ต่อเดือนในการทำงานเกิน (หลักแสน) ไหม งานมันหนัก หรือ เหนื่อย มากแค่ไหน,https://pantip.com/topic/39158771,8688,2,2019-08-20 13:48:15+06:42
40956310,เงินเดือน 34K อายุ 29 ผ่อนบ้าน+รถ ไหวไหม ?,https://pantip.com/topic/40956310,8824,0,2021-09-04 16:23:09+06:42
40940923,การทำงานเป็นข้าราชการ ถือว่าเป็นการลงทุนเพื่อให้ได้ passive income หรือเปล่าคะ,https://pantip.com/topic/40940923,8889,9,2021-08-28 15:30:38+06:42
40944297,ถ้าความเกียจคร้านป็นสิ่งไม่ดี ทำไมเวลาขี้เกียจมันถึงรู้สึกดีอย่างบอกไม่ถูก?,https://pantip.com/topic/40944297,8942,0,2021-08-30 09:50:27+06:42
40569572,ถ้าย้อนเวลากลับไปได้ในวัยประมาณ30ปี..อยากจะแก้ไขอะไรบ้างในชีวิต,https://pantip.com/topic/40569572,9011,1,2021-03-09 13:53:02+06:42
40869215,เป็นนิติบุคคลคอนโด จิตต้องแข็งขนาดไหนคะ,https://pantip.com/topic/40869215,9081,12,2021-07-27 21:37:50+06:42
39546745,จากใจ HR และผู้สัมภาษณ์งาน ถึง น้องๆที่น่ารัก,https://pantip.com/topic/39546745,9202,92,2020-01-08 17:46:43+06:42
32665259,ตอนเย็นนั่งขำน้ำตาไหลกระทู้คนจำที่จอดรถไม่ได้ ตอนหัวค่ำกรรมตามทันน้ำตากรูจะไหล,https://pantip.com/topic/32665259,9470,1100,2014-10-04 00:44:56+06:42
40532475,ตัดสินใจออกจากงานช่วงโควิด 2564,https://pantip.com/topic/40532475,9539,2,2021-02-20 00:31:23+06:42
30569860,REVIEW การทำงานในประเทศเพื่อบ้าน ต้อนรับ AEC และความเป็นอยู่ ค่าใช้จ่ายในแต่ละเดือน!!!,https://pantip.com/topic/30569860,9621,96,2013-06-05 12:28:12+06:42
40933692,ระหว่างผ่อนบ้าน กับ อยู่บ้านเดิมแล้วเก็บเงินใช้ยามเกษียณ เลือกอะไรดี,https://pantip.com/topic/40933692,9691,1,2021-08-25 09:40:17+06:42
40798474,สู้ค่าครองชีพกทมไม่ไหว อยากย้ายไปอยู่ต่างจังหวัดช่วงตกงาน แนะนำจังหวัดทีค่ะ,https://pantip.com/topic/40798474,9744,0,2021-06-24 15:45:04+06:42
40280530,คุณพ่อเกษียณ ลองหางานมาหลายที่แล้วหางานไม่ได้ ตอนนี้กำลังลำบาก มีใครพอแนะนำแหล่งงานสำหรับคนที่อายุ 60+ ได้บ้างไหมคะ,https://pantip.com/topic/40280530,9825,8,2020-10-25 19:45:56+06:42
40869802,เหนื่อยจังเลยครับ ทำไมคนวัยผมสมัยนี้ประสบความสำเร็จกันเร็วจังครับ,https://pantip.com/topic/40869802,9929,1,2021-07-28 06:57:15+06:42
39179987,พนักงานธนาคาร อาชีพที่น่าสงสารที่สุดตอนนี้,https://pantip.com/topic/39179987,10095,46,2019-08-27 19:51:40+06:42
40913624,เริ่มงานจะ 3 อาทิตย์แล้ว ไม่มีงานอะไรให้ทำ เครียดมากค่ะ,https://pantip.com/topic/40913624,10185,0,2021-08-16 10:58:11+06:42
37580765,ชีวิตหลังเกษียณคนทำงานเอกชนกับคนเป็นข้าราชการ,https://pantip.com/topic/37580765,10327,20,2018-04-20 09:43:10+06:42
32260495,ถ้าเมื่อ3ปีที่แล้วผมไม่เริ่ม ตอนนี้ผมก็คง....,https://pantip.com/topic/32260495,10387,14,2014-06-30 08:30:32+06:42
39932847,ก้าวแรกของเงินเดือนแตะ 1 แสน ในสายงาน Software Developer (Programmer) ของแต่ละคนคืออะไรครับ,https://pantip.com/topic/39932847,10442,4,2020-05-27 11:59:15+06:42
40179428,ยุค COVID สมัครงานยากมาก ท้อมากเลยค่ะ มีใครให้คำปรึกษาหรือแนะนำอะไรได้บ้างค่ะ,https://pantip.com/topic/40179428,10519,1,2020-09-06 17:41:40+06:42
35007212,ใครเคยไม่มีเงินติดตัวซักบาท .... แล้วรอดจากช่วงนั้นมาได้ยังไงบ้างคะ,https://pantip.com/topic/35007212,10653,199,2016-04-06 23:18:38+06:42
35154643,ซื้อรถแล้วเป็นทุกข์มากกว่าเป็นสุข ใครเป็นแบบนี้บ้างครับ,https://pantip.com/topic/35154643,10708,0,2016-05-13 23:27:04+06:42
40909519,"มีใครที่ covid รอบ 1,2 และ 3 ใหม่ ๆ ยังไหว แต่ตอนนี้เริ่มจะไม่ไหวแล้วบ้างครับ",https://pantip.com/topic/40909519,10773,7,2021-08-14 12:12:46+06:42
39847987,เอาจริงๆแม้ในภาวะยากลำบาก แต่คนหลายคนยังแยกแยะไม่ออกว่าสิ่งไหนจำเป็น หรือแต่ต้องการเพราะช่วยให้สะดวกสบาย,https://pantip.com/topic/39847987,10826,55,2020-04-28 14:23:30+06:42
39056060,แชร์ประสบการณ์ที่ลำบากสุดๆในชีวิตกันค่ะ ตอนนี้เรารู้สึกว่าลำบากมากเลย,https://pantip.com/topic/39056060,10991,1,2019-07-15 11:40:34+06:42
39205921,ได้งานราชการตอนอายุ 44 ไม่มีเงินเก็บ มีภาระหนี้สินคำนวณแล้วต้องติดลบ แต่อนาคตมั่นคงควรทำมั้ย,https://pantip.com/topic/39205921,11100,1,2019-09-06 03:27:43+06:42
31387757,[แรงบันดาลใจ]จากความฝันสู่ความจริง (มีเงิน 5 ล้านก่อนอายุ 25),https://pantip.com/topic/31387757,11191,141,2013-12-15 14:44:50+06:42
37341871,มาแชร์ประสบการณ์ การลาออก แบบไม่มีงานรองรับครั้งแรกของชีวิต,https://pantip.com/topic/37341871,11254,79,2018-02-03 09:35:05+06:42
36138454,ทำไมเวลาเพื่อนขอติดรถเรากลับบ้านบ่อยๆ เราถึงรู้สึกว่าถูกเอาเปรียบ ทั้งที่เราก็ต้องไปที่นั่นอยู่แล้ว,https://pantip.com/topic/36138454,11435,21,2017-02-22 10:38:52+06:42
37140478,ผมรายได้หลักแสน+นั่งกินร้านตามสั่งริมทาง(ทุกวัน) /พนักงานเซเว่นได้ ชมละ40บ ก็นั่งกินร้านเดียวกัน/ผมรู้สึกมีบางอย่างแปลกๆ,https://pantip.com/topic/37140478,11890,17,2017-11-30 09:38:01+06:42
39927228,ขออนุญาต Share Lifestyle ของคนรายได้ประมาณ 2 แสนต่อเดือนนะครับ คิดว่าน่าจะมีคนอยากรู้(เพราะผมเองก็อยากรู้ของคนอื่น555),https://pantip.com/topic/39927228,11999,2,2020-05-25 13:30:53+06:42
40896738,คนรวยแบบไม่ทำงานก็ได้ คิดลาออกจากงานช่วง covid ไหมครับ,https://pantip.com/topic/40896738,12057,0,2021-08-08 17:56:14+06:42
40905068,ไปทำงานแล้วเคยร้องไห้เรื่องอะไรบ้าง,https://pantip.com/topic/40905068,12111,1,2021-08-12 10:48:58+06:42
35134343,จากเด็กเรียนไม่เก่ง บ้านไม่รวย จนมาเป็นสถาปนิกที่อเมริกา (ไม่ง่ายเลย...),https://pantip.com/topic/35134343,12275,174,2016-05-09 04:02:25+06:42
39904516,เก็บเงินได้เท่าไหร่ถึงเลิกทำงานประจำกันครับ ?,https://pantip.com/topic/39904516,12336,0,2020-05-17 11:15:01+06:42
36579962,โดนหัวหน้าด่าโทษฐานไม่อ่านไลน์กรุ๊ปบริษัทในวันหยุด,https://pantip.com/topic/36579962,12488,57,2017-06-18 20:26:03+06:42
40898646,ในยุคที่เศรษฐกิจไม่ดี คุณวางแผนการใช้เงินยังไงให้อยู่รอด?,https://pantip.com/topic/40898646,12543,0,2021-08-09 14:06:26+06:42
35913224,เคยไม่มีตัง กินข้าวไหม จะไปยืมใครก็เกรงใจ ต้องมีกลวิธี เอาชีวิตรอด ผ่านกันมาได้อย่างไร?,https://pantip.com/topic/35913224,12733,44,2016-12-15 02:18:45+06:42
35821104,มีใครนอนแค่3-4ชม.ต่อวันแล้วเพียงพอ ไปทำงานทั้งวันสบายๆไม่ง่วงบ้าง ทำได้อย่างไร อยากทำได้บ้าง จะมีเวลาเพิ่มขึ้นเยอะเลย?,https://pantip.com/topic/35821104,12850,0,2016-11-18 02:12:04+06:42
32532547,"〈บ่น〉ต้องรับราชการเท่านั้นหรือถึงจะเรียกว่า ""มั่นคง""",https://pantip.com/topic/32532547,12991,46,2014-09-03 09:57:51+06:42
36593238,คุ้มมั้ยกับการไปอยู่ Singapore,https://pantip.com/topic/36593238,13051,0,2017-06-22 18:32:55+06:42
40890575,"แล้ววันนี้ก็มาถึง บริษัทไปต่อไม่ไหว ""ตกงานแล้วเรา""",https://pantip.com/topic/40890575,13139,21,2021-08-05 21:49:32+06:42
33052421,"คู่มือ แฉ แบไต๋ ""ซื้อประกัน"" อย่างคุ้มค่าและไร้กังวล {ลูกค้าอ่านดี ตัวแทนอ่านได้}",https://pantip.com/topic/33052421,13194,123,2015-01-02 14:00:14+06:42
40860621,เราคือบุคคลากรทางการแพทย์ที่เหนื่อยและท้อกับงานจนคิดว่าจะต้องลาออกแล้ว,https://pantip.com/topic/40860621,13359,98,2021-07-23 21:10:31+06:42
30765122,ถ้าคุณเจอหัวหน้าที่พูดจากไม่ดีใส่คุณ คุณจะทำยังไง,https://pantip.com/topic/30765122,13411,0,2013-07-26 12:50:19+06:42
40874239,คนกรุงเทพในช่วงโควิดระบาดหนักแบบนี้ใช้ชีวิตกันอย่างไร ลำบากไหม,https://pantip.com/topic/40874239,13462,1,2021-07-29 23:46:57+06:42
40875134,"วิธีเก็บเงินให้ได้3,000,000 ภายใน6ปี ของมนุษย์เงินเดือน",https://pantip.com/topic/40875134,13538,0,2021-07-30 12:46:03+06:42
37274721,"เด็กๆที่ชนะในรายการ ""ไอคิว180"" ตอนนี้ทำอาชีพอะไรกัน",https://pantip.com/topic/37274721,13649,73,2018-01-13 07:37:01+06:42
40879012,จริงหรอที่ปี 2020-2021 คนไทยตกงานมากสุดเป็นประวัติการณ์(มากกว่าปีต้มยำกุ้งหรือปีไหนๆที่ผ่านมา),https://pantip.com/topic/40879012,13705,0,2021-08-01 05:42:27+06:42
40249092,"""ออมเงินให้ตายก็ไม่รวย ถ้าไม่ลงทุน"" คำพูดนี้จริงแค่ไหนครับ",https://pantip.com/topic/40249092,13785,2,2020-10-09 14:29:54+06:42
38484046,ใครเคยออกจากงานมาโดยไม่มีงานใหม่รองรับ ออกมาอยู่บ้านเฉยๆบ้างครับ แล้วระหว่างนั้นทำอะไร รู้สึกอย่างไรบ้าง,https://pantip.com/topic/38484046,13874,1,2019-01-22 19:56:58+06:42
40868891,ถามคนที่โสดมานาน เวลาที่คุณเสียใจหรือทุกข์ใจ คุณผ่านมันมาได้ยังไงกันคะ,https://pantip.com/topic/40868891,13996,9,2021-07-27 19:18:59+06:42
35165122,อะไรคือการบ่งบอกว่าเราเป็น ผู้ใหญ่ มากขึ้น ? (ถ้าไม่ได้ดูที่อายุ),https://pantip.com/topic/35165122,14051,0,2016-05-16 20:53:56+06:42
40765303,เหตุผลอะไรที่คนมีอาชีพมีงานทำแล้วจะไม่ส่งเงินให้พ่อแม่,https://pantip.com/topic/40765303,14125,0,2021-06-09 12:08:05+06:42
40867216,สมัครงานวิศวกร แต่พอเริ่มงานให้เป็นลูกมือช่างธรรมดา,https://pantip.com/topic/40867216,14217,1,2021-07-27 01:09:11+06:42
39044815,ถามประสบการณ์ของคนที่ลาออกจากงานประจำ แล้วกลับไปอยู่บ้านต่างจังหวัด,https://pantip.com/topic/39044815,14311,5,2019-07-11 11:31:47+06:42
32173651,จริงหรือคะ ? คนที่ทำงานที่การไฟฟ้า ไม่ต้องเสียค่าไฟ,https://pantip.com/topic/32173651,14429,5,2014-06-10 18:16:51+06:42
40228873,ยังเชื่อว่าทำงานราชการดีกว่าเอกชนมั้ย,https://pantip.com/topic/40228873,14540,0,2020-09-29 16:50:49+06:42
40862163,งานที่คุณทำอยู่เป็นงานในฝันของคุณหรือไม่?,https://pantip.com/topic/40862163,14617,0,2021-07-24 17:15:03+06:42
40016241,ตอนเด็กไม่มีใครบอกเลยว่าชีวิตวัยทำงานมันจะหนักหนาสาหัสถึงเพียงนี้,https://pantip.com/topic/40016241,14727,13,2020-06-27 00:51:07+06:42
34332801,แชร์ประสบการณ์ : 9 ปีกับโปรแกรมเมอร์ สู่พ่อค้าก๋วยเตี๋ยวเรือ ;,https://pantip.com/topic/34332801,14831,106,2015-10-19 17:24:31+06:42
40647085,Work From Home ในช่วงโควิดนี้ .... พนักงานสบายขึ้น และนายจ้างเสียประโยชน์นิดๆ ใช่หรือไม่?,https://pantip.com/topic/40647085,14881,0,2021-04-17 06:48:37+06:42
39904329,อยากรู้ว่าพี่ๆ อายุ30-35 ปี มีเงินเก็บกันเท่าไรและมีทรัพย์สินอะไรบ้างแล้ว,https://pantip.com/topic/39904329,14997,2,2020-05-17 09:39:01+06:42
40656023,"ถ้าให้เลือกทำงาน บจก เงิน 70,000 กับ ขายข้าวแกง 100,000 เลือกอันไหนครับ",https://pantip.com/topic/40656023,15122,0,2021-04-21 11:09:57+06:42
32354918,มีเรื่องสงสัยเกี่ยวกับเศรษฐี เค้าใช้เงินกันยังไง มีวันหมดไหมครับ,https://pantip.com/topic/32354918,15215,6,2014-07-21 22:01:40+06:42
